"id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
19873,"Female","disloyal Customer",45,"Business travel","Business",315,4,4,4,2,3,4,3,3,4,4,4,4,5,3,0,0,"satisfied"
73416,"Male","Loyal Customer",58,"Business travel","Business",797,2,5,5,5,3,1,1,2,2,2,2,4,2,1,2,10,"neutral"
62591,"Female","Loyal Customer",52,"Business travel","Eco",346,4,5,4,4,3,5,4,4,4,4,4,4,4,3,0,0,"satisfied"
85036,"Female","disloyal Customer",13,"Business travel","Eco",1126,4,4,4,4,2,4,2,2,2,4,3,4,4,2,26,21,"neutral"
119786,"Female","disloyal Customer",27,"Business travel","Business",912,4,4,4,4,1,4,1,1,3,2,4,5,5,1,0,0,"satisfied"
93030,"Male","disloyal Customer",23,"Business travel","Eco",436,0,4,0,1,4,4,4,4,5,5,5,5,4,4,0,0,"satisfied"
25445,"Male","disloyal Customer",29,"Business travel","Eco",669,3,2,2,4,5,2,2,5,4,3,2,4,5,5,0,0,"neutral"
119508,"Male","Loyal Customer",51,"Business travel","Eco",759,3,5,5,5,2,3,2,2,3,2,3,4,3,2,0,0,"dissatisfied"
51820,"Male","Loyal Customer",44,"Business travel","Eco Plus",370,4,4,3,4,4,4,4,4,5,5,4,4,2,4,15,24,"satisfied"
81742,"Female","Loyal Customer",42,"Business travel","Eco",1416,3,2,2,2,4,4,3,3,3,3,3,2,3,3,0,0,"dissatisfied"
84610,"Male","Loyal Customer",45,"Business travel","Business",2629,5,5,5,5,2,5,5,4,4,4,4,5,4,5,0,0,"satisfied"
76817,"Female","Loyal Customer",27,"Business travel","Eco Plus",546,4,1,1,1,4,4,4,4,3,5,4,3,3,4,0,12,"dissatisfied"
98748,"Female","Loyal Customer",16,"Personal Travel","Eco",1290,2,4,2,2,2,2,2,2,5,2,3,5,5,2,0,0,"neutral"
89992,"Female","Loyal Customer",44,"Business travel","Business",1084,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,4,"satisfied"
121912,"Female","Loyal Customer",47,"Personal Travel","Eco",449,3,4,3,2,3,5,4,5,5,3,5,3,5,3,0,0,"dissatisfied"
64925,"Female","Loyal Customer",42,"Business travel","Business",3236,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,"satisfied"
71498,"Female","Loyal Customer",69,"Personal Travel","Business",1197,4,2,4,4,2,4,3,1,1,4,1,4,1,3,18,9,"dissatisfied"
34073,"Male","Loyal Customer",59,"Personal Travel","Eco",1674,3,1,3,3,2,3,2,2,1,3,3,4,3,2,4,0,"dissatisfied"
127115,"Male","Loyal Customer",38,"Personal Travel","Eco",304,3,4,3,2,3,3,3,3,4,2,4,4,4,3,8,8,"neutral"
66976,"Female","Loyal Customer",40,"Business travel","Business",2553,2,4,2,2,4,5,5,2,2,2,2,4,2,4,0,3,"satisfied"
125227,"Female","Loyal Customer",56,"Business travel","Business",651,2,2,2,2,4,5,4,4,4,4,4,5,4,3,0,0,"satisfied"
40994,"Male","Loyal Customer",49,"Business travel","Business",1362,2,2,2,2,4,4,5,3,3,3,3,5,3,4,0,0,"satisfied"
126836,"Male","Loyal Customer",51,"Business travel","Business",2296,3,3,3,3,5,5,4,5,5,5,5,3,5,3,2,0,"satisfied"
35466,"Female","Loyal Customer",41,"Personal Travel","Eco",828,0,4,0,1,3,0,3,3,5,2,5,5,4,3,0,0,"satisfied"
61973,"Male","Loyal Customer",39,"Business travel","Business",2475,3,3,3,3,3,5,5,4,4,4,4,4,4,3,17,36,"satisfied"
86720,"Male","Loyal Customer",79,"Business travel","Eco",247,4,1,1,1,5,4,5,5,4,3,4,3,5,5,0,0,"satisfied"
26573,"Female","Loyal Customer",36,"Business travel","Eco",581,4,5,5,5,4,4,4,4,1,3,2,5,2,4,52,70,"satisfied"
29419,"Male","Loyal Customer",55,"Business travel","Eco Plus",2417,3,1,2,1,3,3,3,1,2,1,3,3,2,3,0,4,"dissatisfied"
43246,"Female","Loyal Customer",48,"Personal Travel","Business",347,1,1,1,4,5,3,3,2,2,1,2,1,2,3,0,0,"neutral"
73580,"Male","Loyal Customer",51,"Business travel","Business",3319,0,5,0,2,4,4,5,5,5,5,5,4,5,4,0,0,"satisfied"
111757,"Male","Loyal Customer",33,"Business travel","Business",1436,3,3,3,3,4,4,4,4,4,4,5,3,5,4,12,0,"satisfied"
74684,"Female","Loyal Customer",9,"Personal Travel","Eco",1431,3,3,3,5,1,3,1,1,1,1,4,4,1,1,0,0,"neutral"
61106,"Female","Loyal Customer",13,"Personal Travel","Eco",1709,4,2,4,4,5,4,5,5,4,1,3,4,3,5,0,0,"dissatisfied"
61472,"Female","Loyal Customer",38,"Business travel","Business",2253,5,5,5,5,4,4,5,5,5,5,5,5,5,3,44,38,"satisfied"
124055,"Female","Loyal Customer",59,"Business travel","Business",2153,3,3,2,3,2,5,4,5,5,5,5,4,5,3,2,0,"satisfied"
7301,"Female","disloyal Customer",43,"Business travel","Business",116,3,3,3,4,2,3,2,2,3,5,4,3,5,2,7,43,"dissatisfied"
123632,"Female","Loyal Customer",53,"Business travel","Business",3311,3,3,3,3,2,4,4,5,5,5,4,3,5,4,44,53,"satisfied"
42184,"Female","Loyal Customer",48,"Business travel","Business",834,3,3,3,3,3,1,5,5,5,5,5,4,5,3,0,0,"satisfied"
92002,"Male","Loyal Customer",51,"Business travel","Business",1532,5,5,5,5,4,5,5,4,4,5,4,5,4,4,0,0,"satisfied"
46972,"Female","Loyal Customer",45,"Personal Travel","Eco",848,2,4,2,3,5,5,4,3,3,2,3,3,3,3,0,11,"dissatisfied"
55804,"Male","Loyal Customer",49,"Personal Travel","Business",1416,3,2,3,2,1,2,2,3,3,3,3,4,3,4,0,0,"dissatisfied"
90347,"Female","disloyal Customer",39,"Business travel","Business",404,1,1,1,3,2,1,2,2,5,3,4,4,4,2,0,0,"dissatisfied"
110730,"Female","Loyal Customer",49,"Business travel","Business",2269,5,5,2,5,2,5,5,5,5,5,5,5,5,3,20,29,"satisfied"
84375,"Female","disloyal Customer",43,"Business travel","Eco",606,3,1,3,2,4,3,4,4,4,1,2,4,3,4,0,0,"dissatisfied"
13701,"Female","Loyal Customer",68,"Personal Travel","Eco",483,2,3,2,3,2,3,3,5,5,2,5,2,5,3,0,0,"neutral"
18973,"Female","Loyal Customer",52,"Business travel","Eco Plus",500,5,3,5,3,5,2,2,5,5,5,5,4,5,3,0,0,"satisfied"
114330,"Female","Loyal Customer",70,"Personal Travel","Eco",862,3,4,3,5,3,2,1,1,1,3,2,1,1,5,0,0,"dissatisfied"
37418,"Female","Loyal Customer",40,"Business travel","Eco",1035,1,5,5,5,1,1,1,1,4,4,4,2,3,1,0,0,"neutral"
121266,"Female","Loyal Customer",58,"Personal Travel","Eco",2075,4,5,4,3,2,3,5,1,1,4,4,3,1,5,75,84,"dissatisfied"
77572,"Male","disloyal Customer",20,"Business travel","Eco",731,3,4,4,4,3,4,3,3,5,5,5,5,5,3,3,0,"neutral"
123422,"Male","Loyal Customer",26,"Personal Travel","Eco",1337,2,2,1,2,2,1,2,2,4,2,1,1,2,2,0,23,"neutral"
90029,"Female","disloyal Customer",14,"Business travel","Business",1145,0,0,0,5,2,0,2,2,5,4,5,4,4,2,18,19,"satisfied"
117405,"Female","Loyal Customer",31,"Business travel","Business",1136,4,4,4,4,4,4,4,4,4,5,4,5,5,4,0,0,"satisfied"
72911,"Male","Loyal Customer",51,"Business travel","Business",1897,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,"satisfied"
115821,"Female","Loyal Customer",45,"Business travel","Business",325,0,0,0,1,3,4,3,3,3,3,3,1,3,1,13,9,"satisfied"
36378,"Male","disloyal Customer",16,"Business travel","Eco",200,3,0,2,4,1,2,1,1,5,1,2,1,2,1,0,0,"dissatisfied"
90514,"Male","disloyal Customer",40,"Business travel","Business",442,1,1,1,3,2,1,2,2,3,3,5,5,4,2,4,0,"dissatisfied"
53582,"Female","Loyal Customer",24,"Business travel","Eco Plus",1195,1,1,1,1,1,1,4,1,3,2,4,4,4,1,3,2,"dissatisfied"
124440,"Female","Loyal Customer",11,"Personal Travel","Eco Plus",1262,2,5,2,4,5,2,5,5,5,5,3,3,4,5,0,0,"dissatisfied"
62706,"Female","disloyal Customer",27,"Business travel","Eco",2399,3,3,3,4,3,3,3,2,2,4,3,3,4,3,50,71,"neutral"
73294,"Male","Loyal Customer",46,"Business travel","Business",2923,1,1,1,1,3,5,5,5,5,5,5,3,5,5,28,23,"satisfied"
113422,"Male","Loyal Customer",52,"Business travel","Business",2320,5,5,4,5,5,4,5,4,4,4,4,3,4,4,36,18,"satisfied"
90330,"Female","Loyal Customer",50,"Business travel","Business",3262,2,2,2,2,3,4,5,4,4,4,4,4,4,4,9,2,"satisfied"
129605,"Male","disloyal Customer",24,"Business travel","Business",337,4,0,4,2,4,4,4,4,5,3,5,4,4,4,27,32,"satisfied"
45923,"Male","Loyal Customer",53,"Business travel","Business",2934,3,3,3,3,4,4,4,3,3,3,3,1,3,2,0,0,"neutral"
24248,"Female","Loyal Customer",16,"Personal Travel","Eco",147,5,4,5,3,3,5,3,3,2,3,4,4,3,3,0,0,"satisfied"
26984,"Male","Loyal Customer",50,"Business travel","Business",867,4,4,4,4,2,5,5,4,4,4,4,2,4,5,0,0,"satisfied"
67046,"Male","Loyal Customer",44,"Business travel","Business",3249,5,5,4,5,5,4,4,4,4,5,4,3,4,5,2,0,"satisfied"
45872,"Male","Loyal Customer",41,"Business travel","Eco",641,2,3,3,3,2,2,2,2,1,5,5,4,5,2,47,39,"satisfied"
12452,"Female","Loyal Customer",8,"Personal Travel","Eco",253,3,3,3,1,4,3,4,4,5,5,2,4,3,4,0,0,"dissatisfied"
10738,"Female","disloyal Customer",38,"Business travel","Eco",224,1,2,0,3,3,0,2,3,3,3,3,2,3,3,0,2,"dissatisfied"
77577,"Female","Loyal Customer",57,"Business travel","Business",2313,2,3,3,3,1,2,2,2,2,2,2,3,2,3,59,51,"dissatisfied"
42453,"Female","Loyal Customer",58,"Personal Travel","Eco",926,2,4,2,5,2,4,4,3,3,2,4,4,3,5,0,0,"dissatisfied"
53637,"Female","Loyal Customer",17,"Personal Travel","Eco",1874,2,2,2,3,5,2,5,5,4,2,4,1,3,5,0,6,"dissatisfied"
104084,"Male","Loyal Customer",53,"Personal Travel","Eco",666,3,3,3,4,4,3,4,4,1,2,3,1,3,4,2,0,"dissatisfied"
119857,"Female","Loyal Customer",28,"Business travel","Eco",912,2,3,3,3,2,2,2,2,4,4,3,4,4,2,0,0,"neutral"
73353,"Male","Loyal Customer",41,"Business travel","Eco",1012,3,5,5,5,3,3,3,3,3,5,3,2,4,3,1,1,"neutral"
36779,"Female","Loyal Customer",39,"Business travel","Business",2588,1,5,5,5,1,1,1,2,1,4,3,1,2,1,0,0,"neutral"
24440,"Female","Loyal Customer",28,"Business travel","Business",3491,3,3,2,3,5,5,5,5,5,4,4,3,5,5,6,0,"satisfied"
70147,"Male","Loyal Customer",56,"Personal Travel","Eco",550,3,5,3,2,5,3,5,5,2,1,4,1,1,5,0,0,"dissatisfied"
80227,"Female","Loyal Customer",27,"Personal Travel","Eco",2153,3,4,3,2,4,3,4,4,3,2,4,3,5,4,97,85,"neutral"
73607,"Male","disloyal Customer",21,"Business travel","Eco",204,5,0,5,1,4,5,4,4,5,4,5,4,4,4,0,0,"satisfied"
61640,"Female","Loyal Customer",20,"Business travel","Business",1346,2,2,2,2,4,4,4,4,4,5,4,4,5,4,0,3,"satisfied"
22936,"Male","Loyal Customer",40,"Business travel","Eco",817,4,3,3,3,4,4,4,4,2,4,1,2,4,4,19,5,"satisfied"
23480,"Female","Loyal Customer",32,"Personal Travel","Eco",576,2,4,2,3,4,2,4,4,5,3,4,5,4,4,46,34,"dissatisfied"
36675,"Female","Loyal Customer",9,"Personal Travel","Eco",1237,2,4,2,2,4,2,4,4,3,3,5,3,5,4,9,32,"neutral"
63608,"Male","Loyal Customer",49,"Business travel","Business",1440,2,5,5,5,2,3,3,2,2,2,2,4,2,1,14,5,"dissatisfied"
10431,"Male","Loyal Customer",48,"Business travel","Business",316,3,3,3,3,3,5,5,4,4,4,4,4,4,4,0,0,"satisfied"
93321,"Male","disloyal Customer",58,"Business travel","Business",287,4,4,4,4,5,4,5,5,4,2,4,4,5,5,0,0,"satisfied"
106995,"Male","Loyal Customer",51,"Personal Travel","Eco",937,3,5,2,3,4,2,4,4,4,1,1,5,5,4,89,84,"neutral"
98594,"Male","Loyal Customer",51,"Business travel","Business",966,1,1,1,1,3,4,4,4,4,4,4,5,4,5,1,0,"satisfied"
2868,"Female","disloyal Customer",25,"Business travel","Eco",475,2,3,2,3,3,2,4,3,1,2,3,3,3,3,37,28,"dissatisfied"
127987,"Male","Loyal Customer",15,"Personal Travel","Eco",1149,4,4,3,4,5,3,5,5,3,4,5,3,4,5,0,0,"neutral"
104431,"Female","Loyal Customer",23,"Personal Travel","Eco",1024,3,2,3,4,2,3,1,2,2,1,4,2,3,2,0,0,"neutral"
116453,"Female","Loyal Customer",19,"Personal Travel","Eco",373,4,4,4,4,2,4,2,2,2,4,4,4,4,2,0,0,"satisfied"
61897,"Male","Loyal Customer",11,"Personal Travel","Eco Plus",2521,2,4,2,3,1,2,1,1,1,1,4,3,4,1,13,4,"dissatisfied"
95175,"Male","Loyal Customer",56,"Personal Travel","Eco",562,4,4,4,2,5,4,5,5,5,5,5,4,5,5,0,0,"neutral"
129326,"Female","Loyal Customer",39,"Business travel","Business",2586,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,0,"satisfied"
126488,"Female","disloyal Customer",47,"Business travel","Eco",349,3,0,3,1,1,3,1,1,2,2,4,5,2,1,0,0,"dissatisfied"
24441,"Male","Loyal Customer",44,"Business travel","Business",1736,5,5,5,5,2,5,4,3,3,3,3,4,3,5,30,23,"satisfied"
124432,"Female","Loyal Customer",29,"Personal Travel","Eco",1262,2,5,2,3,4,2,4,4,3,3,4,4,4,4,0,34,"neutral"
114318,"Female","Loyal Customer",64,"Personal Travel","Eco",850,3,5,3,2,5,4,5,2,2,3,2,5,2,3,0,0,"neutral"
1386,"Male","Loyal Customer",50,"Personal Travel","Eco Plus",282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10,"satisfied"
38422,"Male","Loyal Customer",37,"Business travel","Eco",965,4,2,2,2,4,4,4,4,5,5,2,1,3,4,2,0,"satisfied"
17481,"Female","Loyal Customer",55,"Business travel","Business",241,3,3,3,3,4,4,5,5,5,5,5,2,5,3,0,0,"satisfied"
46868,"Male","disloyal Customer",42,"Business travel","Eco",737,4,4,4,1,2,4,5,2,3,3,1,3,5,2,77,69,"satisfied"
113129,"Male","Loyal Customer",16,"Personal Travel","Eco Plus",569,3,3,4,2,3,4,3,3,2,2,3,1,2,3,0,0,"neutral"
18482,"Female","Loyal Customer",41,"Business travel","Business",383,5,5,5,5,5,2,4,4,4,4,4,4,4,3,20,16,"satisfied"
75543,"Female","disloyal Customer",24,"Business travel","Business",337,5,0,4,3,5,4,5,5,3,2,5,3,4,5,0,0,"satisfied"
88438,"Male","disloyal Customer",26,"Business travel","Eco",545,1,2,1,4,2,1,5,2,3,3,3,2,4,2,0,0,"neutral"
109399,"Female","Loyal Customer",43,"Business travel","Business",1799,1,1,1,1,5,4,5,5,5,5,5,5,5,5,1,0,"satisfied"
18624,"Female","Loyal Customer",64,"Personal Travel","Eco",285,1,3,1,1,4,3,5,4,4,1,4,4,4,1,0,0,"neutral"
20126,"Male","Loyal Customer",40,"Personal Travel","Eco",416,3,3,3,3,3,3,3,3,4,1,2,3,2,3,0,0,"neutral"
109976,"Male","Loyal Customer",25,"Personal Travel","Eco",971,5,5,5,3,3,5,3,3,3,2,5,4,4,3,0,0,"satisfied"
41505,"Male","Loyal Customer",35,"Business travel","Business",3293,1,1,1,1,5,3,2,4,4,5,4,2,4,4,43,59,"satisfied"
18138,"Male","disloyal Customer",26,"Business travel","Eco",750,2,2,2,3,1,2,1,1,4,1,1,2,3,1,0,0,"neutral"
34329,"Male","Loyal Customer",16,"Business travel","Business",846,5,5,5,5,5,5,5,5,4,1,4,2,2,5,0,6,"satisfied"
75427,"Male","disloyal Customer",17,"Business travel","Business",1096,0,5,0,4,4,0,4,4,3,5,5,4,4,4,9,0,"satisfied"
27759,"Female","Loyal Customer",43,"Business travel","Business",1448,4,1,4,4,3,3,2,5,5,5,5,5,5,2,0,0,"satisfied"
34357,"Female","Loyal Customer",47,"Business travel","Eco",541,5,1,1,1,3,3,4,5,5,5,5,4,5,2,7,0,"satisfied"
23163,"Female","Loyal Customer",14,"Personal Travel","Eco",300,3,3,3,3,2,3,2,2,1,3,4,3,3,2,0,0,"dissatisfied"
79670,"Male","Loyal Customer",58,"Personal Travel","Eco",760,2,2,3,1,1,3,1,1,2,4,2,4,2,1,72,60,"dissatisfied"
86546,"Male","Loyal Customer",44,"Business travel","Business",1578,4,4,3,4,5,4,5,5,5,5,5,4,5,5,57,47,"satisfied"
15963,"Female","Loyal Customer",44,"Personal Travel","Eco",528,2,5,2,3,2,5,4,5,5,2,5,3,5,3,0,0,"dissatisfied"
5646,"Male","Loyal Customer",57,"Personal Travel","Business",147,3,5,3,5,4,5,4,2,2,3,2,2,2,1,14,7,"dissatisfied"
13730,"Male","Loyal Customer",55,"Business travel","Business",2987,2,2,3,2,3,3,4,4,4,4,4,4,4,1,70,53,"satisfied"
42112,"Female","Loyal Customer",26,"Business travel","Business",2255,2,2,3,2,2,2,2,2,4,5,1,4,2,2,0,33,"neutral"
108784,"Male","disloyal Customer",30,"Business travel","Eco",406,3,3,3,3,2,3,2,2,1,3,3,1,3,2,20,19,"neutral"
46679,"Female","Loyal Customer",16,"Personal Travel","Eco",125,4,3,4,4,1,4,1,1,3,2,4,2,4,1,55,54,"dissatisfied"
18775,"Female","Loyal Customer",70,"Personal Travel","Business",448,2,5,2,2,3,4,4,3,3,2,3,3,3,3,0,0,"neutral"
78333,"Female","Loyal Customer",24,"Business travel","Business",1547,2,2,2,2,4,4,4,4,3,5,4,4,5,4,0,5,"satisfied"
83444,"Female","Loyal Customer",55,"Business travel","Business",946,3,3,3,3,5,4,4,2,2,2,2,3,2,5,2,0,"satisfied"
68453,"Female","Loyal Customer",50,"Business travel","Business",1303,1,1,1,1,5,4,5,5,5,5,5,3,5,5,0,0,"satisfied"
65486,"Male","Loyal Customer",23,"Personal Travel","Eco",1067,3,4,2,2,3,2,3,3,4,2,4,3,4,3,0,0,"dissatisfied"
66038,"Female","Loyal Customer",52,"Business travel","Business",1345,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,1,"satisfied"
83564,"Male","Loyal Customer",65,"Personal Travel","Business",936,4,1,4,4,4,4,4,2,2,4,4,4,2,2,0,0,"satisfied"
51838,"Male","Loyal Customer",11,"Personal Travel","Eco Plus",509,3,4,3,5,5,3,5,5,4,5,5,4,4,5,0,0,"neutral"
106832,"Female","disloyal Customer",27,"Business travel","Business",1733,1,1,1,4,2,1,2,2,2,4,4,2,3,2,0,0,"dissatisfied"
51831,"Male","disloyal Customer",20,"Business travel","Eco Plus",370,1,1,1,3,3,1,4,3,2,5,3,1,4,3,0,0,"neutral"
51470,"Male","Loyal Customer",60,"Business travel","Eco Plus",250,3,2,2,2,3,3,3,3,2,3,4,2,2,3,0,0,"satisfied"
29682,"Female","disloyal Customer",22,"Business travel","Eco",1448,3,3,3,4,1,3,1,1,2,3,4,1,4,1,0,0,"dissatisfied"
80436,"Male","Loyal Customer",11,"Personal Travel","Eco",2248,3,5,3,1,2,3,2,2,4,3,5,3,5,2,31,25,"neutral"
18821,"Male","Loyal Customer",52,"Business travel","Business",448,1,1,1,1,4,3,1,5,5,5,5,1,5,4,0,2,"satisfied"
112684,"Male","Loyal Customer",39,"Business travel","Business",3762,3,3,3,3,2,5,4,4,4,4,4,3,4,5,0,2,"satisfied"
5734,"Female","Loyal Customer",17,"Personal Travel","Eco Plus",196,1,4,1,1,3,1,3,3,4,2,5,3,5,3,0,0,"neutral"
41127,"Female","Loyal Customer",16,"Business travel","Business",3488,2,5,5,5,4,4,2,4,2,4,4,2,4,4,104,129,"dissatisfied"
93706,"Female","Loyal Customer",29,"Business travel","Business",689,2,3,3,3,2,2,2,2,3,2,4,1,4,2,21,8,"neutral"
108353,"Male","Loyal Customer",54,"Business travel","Eco",290,5,4,4,4,5,5,5,5,1,3,2,3,3,5,4,0,"satisfied"
34903,"Male","Loyal Customer",41,"Business travel","Business",2510,1,1,1,1,5,5,4,5,5,5,4,1,5,3,114,111,"satisfied"
45124,"Male","Loyal Customer",46,"Personal Travel","Eco",157,2,4,2,1,3,2,3,3,3,3,5,5,4,3,0,0,"neutral"
110621,"Female","disloyal Customer",23,"Business travel","Eco",719,1,1,1,3,2,1,2,2,3,3,4,4,5,2,65,64,"neutral"
5239,"Female","Loyal Customer",39,"Business travel","Business",295,3,3,3,3,5,4,4,5,5,5,5,3,5,4,0,10,"satisfied"
51995,"Male","disloyal Customer",15,"Business travel","Eco",1119,1,1,1,3,2,1,2,2,2,4,5,5,3,2,0,0,"neutral"
84284,"Female","Loyal Customer",66,"Personal Travel","Eco",334,3,4,3,3,3,4,5,5,5,3,5,5,5,3,3,3,"dissatisfied"
40592,"Male","disloyal Customer",37,"Business travel","Eco",117,3,1,3,4,5,3,5,5,4,2,3,2,3,5,0,0,"dissatisfied"
19380,"Male","Loyal Customer",47,"Business travel","Business",1994,5,5,5,5,5,5,5,2,3,3,4,5,2,5,352,350,"satisfied"
37109,"Male","Loyal Customer",35,"Business travel","Business",1189,2,2,2,2,2,4,5,5,5,5,5,1,5,5,23,17,"satisfied"
115931,"Male","Loyal Customer",39,"Business travel","Business",417,2,2,5,5,1,3,3,2,2,2,2,1,2,1,3,0,"neutral"
2190,"Male","Loyal Customer",30,"Personal Travel","Eco",624,3,5,3,3,5,3,4,5,3,4,1,5,3,5,0,0,"neutral"
66200,"Male","Loyal Customer",44,"Business travel","Eco",550,3,2,2,2,4,3,4,4,3,3,4,2,4,4,23,21,"dissatisfied"
59717,"Female","disloyal Customer",45,"Business travel","Eco Plus",964,1,1,1,3,3,1,3,3,2,2,4,2,3,3,0,0,"neutral"
11880,"Male","Loyal Customer",9,"Personal Travel","Eco",912,2,5,2,3,2,1,2,5,3,5,5,2,3,2,181,170,"dissatisfied"
19379,"Female","Loyal Customer",43,"Business travel","Eco",844,3,2,2,2,4,1,3,3,3,3,3,2,3,4,5,0,"satisfied"
3882,"Male","Loyal Customer",42,"Business travel","Business",213,4,2,3,3,4,3,4,1,1,1,4,3,1,4,59,44,"neutral"
84776,"Female","Loyal Customer",27,"Business travel","Business",1703,5,5,5,5,5,5,5,5,3,5,4,5,4,5,10,0,"satisfied"
51776,"Male","Loyal Customer",48,"Personal Travel","Eco",370,4,5,2,1,5,2,5,5,3,4,4,5,5,5,89,78,"neutral"
80699,"Male","Loyal Customer",47,"Personal Travel","Eco",874,2,0,2,3,4,2,4,4,3,4,5,5,4,4,0,0,"neutral"
7636,"Female","disloyal Customer",20,"Business travel","Business",604,0,4,0,2,1,0,1,1,3,4,5,4,4,1,0,3,"satisfied"
103756,"Male","Loyal Customer",51,"Business travel","Business",2108,3,3,3,3,4,4,5,4,4,4,4,3,4,4,31,43,"satisfied"
51500,"Male","Loyal Customer",19,"Personal Travel","Business",237,2,5,2,1,2,2,2,2,3,3,5,4,4,2,0,0,"dissatisfied"
16513,"Male","Loyal Customer",64,"Business travel","Eco Plus",143,4,4,4,4,4,4,4,4,2,4,1,2,5,4,0,0,"satisfied"
92035,"Female","Loyal Customer",28,"Business travel","Business",1535,3,3,5,3,4,4,4,4,5,5,4,5,5,4,0,0,"satisfied"
11942,"Female","Loyal Customer",9,"Business travel","Eco",781,1,3,3,3,1,1,2,1,1,2,4,4,3,1,0,5,"dissatisfied"
124386,"Female","Loyal Customer",63,"Personal Travel","Eco",575,4,4,4,1,2,4,4,3,3,4,2,5,3,4,0,1,"dissatisfied"
36994,"Male","Loyal Customer",30,"Business travel","Eco",667,5,5,5,5,5,5,5,5,4,3,3,5,5,5,0,0,"satisfied"
75283,"Male","Loyal Customer",51,"Personal Travel","Eco",1829,2,3,1,3,3,1,3,3,3,4,3,2,2,3,13,0,"dissatisfied"
71844,"Female","Loyal Customer",26,"Business travel","Eco",1846,3,3,3,3,3,3,3,3,2,5,4,3,3,3,0,16,"neutral"
86163,"Female","Loyal Customer",39,"Business travel","Business",306,2,2,2,2,2,5,5,5,5,5,5,5,5,3,2,0,"satisfied"
79598,"Male","Loyal Customer",55,"Business travel","Business",2401,5,5,5,5,4,5,4,5,5,4,5,5,5,4,41,33,"satisfied"
117315,"Male","Loyal Customer",38,"Personal Travel","Eco Plus",368,2,3,3,3,2,3,4,2,3,4,4,4,4,2,66,54,"neutral"
34163,"Male","disloyal Customer",25,"Business travel","Eco",1237,4,4,4,2,5,4,3,5,3,2,4,1,3,5,0,0,"satisfied"
93786,"Male","disloyal Customer",25,"Business travel","Eco",1259,3,2,2,1,4,2,4,4,3,5,5,3,5,4,11,12,"neutral"
31480,"Female","Loyal Customer",32,"Business travel","Business",2001,4,4,4,4,5,5,5,5,2,4,1,4,4,5,2,4,"satisfied"
43640,"Male","Loyal Customer",23,"Business travel","Business",3130,5,5,5,5,1,2,1,1,4,5,3,2,4,1,35,53,"satisfied"
35355,"Female","Loyal Customer",24,"Business travel","Eco",1005,4,2,2,2,4,4,4,4,5,2,3,4,2,4,27,38,"satisfied"
113597,"Female","disloyal Customer",38,"Business travel","Eco",386,2,1,1,2,2,1,2,2,3,1,2,3,1,2,25,17,"dissatisfied"
18195,"Female","Loyal Customer",34,"Business travel","Eco",228,4,4,5,4,4,4,4,4,5,5,4,4,3,4,0,0,"satisfied"
104066,"Male","Loyal Customer",30,"Business travel","Eco Plus",1044,4,4,4,4,4,4,4,4,2,3,4,1,3,4,15,12,"neutral"
108481,"Male","Loyal Customer",49,"Business travel","Business",570,2,2,2,2,2,5,5,5,5,5,5,3,5,3,34,27,"satisfied"
37157,"Male","Loyal Customer",54,"Business travel","Business",1797,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,55,"satisfied"
67823,"Female","Loyal Customer",52,"Business travel","Eco",771,4,4,4,4,4,2,1,3,3,4,3,1,3,3,57,51,"satisfied"
69586,"Male","Loyal Customer",12,"Personal Travel","Eco",2475,3,4,3,1,3,5,4,3,3,4,4,4,4,4,15,61,"dissatisfied"
84334,"Female","Loyal Customer",37,"Business travel","Business",2075,3,3,3,3,2,4,5,5,5,5,5,5,5,4,26,13,"satisfied"
74427,"Female","Loyal Customer",57,"Business travel","Business",1205,2,2,2,2,2,5,4,5,5,5,5,4,5,5,0,0,"satisfied"
46462,"Male","Loyal Customer",33,"Business travel","Business",2946,2,2,2,2,5,5,4,5,5,2,5,3,4,5,0,0,"satisfied"
36256,"Female","Loyal Customer",46,"Business travel","Business",2981,3,3,3,3,4,1,3,5,5,5,5,5,5,3,0,0,"satisfied"
44146,"Male","Loyal Customer",17,"Personal Travel","Eco",120,3,5,3,4,4,3,4,4,2,4,1,3,5,4,33,13,"dissatisfied"
52077,"Male","Loyal Customer",44,"Business travel","Eco",438,4,2,2,2,4,4,4,4,3,3,2,5,3,4,0,9,"satisfied"
47801,"Male","Loyal Customer",47,"Business travel","Eco",451,5,5,5,5,5,5,5,5,5,5,4,4,2,5,0,0,"satisfied"
